Geneid,sample1,sample2,sample3,sample4,sample5,sample6
USP48,3433,3190,2443,3538,2524,3825
AL590103.1,0,0,0,0,0,0
LDLRAD2,38,14,15,16,16,15
HSPG2,78632,76994,50495,89137,53419,45618
AL590556.1,0,2,0,6,2,0
AL590556.2,0,0,0,0,0,0
CELA3B,0,0,0,2,0,0
AL590556.3,0,0,0,0,0,0
RN7SL386P,0,0,0,0,0,0
RNU6-1022P,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0
RN7SL186P,0,0,0,0,0,0
RNU6-776P,0,0,0,0,0,0
LINC01635,0,2,0,1,3,2
LINC00339,39,50,42,65,56,65
CDC42,10843,12310,9895,12393,8628,10038
CDC42-AS1,10,17,8,9,32,17
AL031281.2,0,0,0,0,0,0
CDC42-IT1,2,0,1,0,0,0
AL031281.1,1,0,2,4,2,0
WNT4,71,92,195,122,27,46
AL445253.1,12,4,5,5,2,8
MIR4418,0,0,0,0,0,0
PPIAP34,0,0,0,0,0,0
AL591122.1,0,0,0,0,0,0
ZBTB40,2626,2199,1244,2199,1873,3425
ZBTB40-IT1,11,5,5,8,12,10
EPHA8,12,0,4,0,9,0
MIR6127,0,0,0,0,0,0
C1QA,0,0,0,0,0,0
C1QC,0,0,0,0,0,0
C1QB,0,0,0,0,0,0
EPHB2,1189,1056,968,816,679,1009
MIR4684,0,0,0,1,0,0
AL512444.1,0,2,0,0,0,0
MIR4253,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0
TEX46,1,4,0,6,0,0
KDM1A,6212,6166,3552,5206,4943,7755
AL031428.1,1,0,0,0,2,1
MIR3115,0,0,0,0,0,0
AL031428.2,0,1,0,0,0,0
LUZP1,4858,4972,4308,4741,3527,7088
AL161672.1,0,0,0,0,0,0
RNU6-514P,0,0,0,0,1,0
RNU6-135P,0,0,0,4,1,0
HTR1D,6,14,0,4,2,14
AL109936.2,0,0,0,0,0,0
LINC01355,161,156,51,169,114,42
AL109936.8,0,6,4,17,5,6
HNRNPR,5512,5775,4388,5231,3976,6275
ZNF436,2881,2541,2105,2736,2158,3959
ZNF436-AS1,204,169,116,128,177,147
AL109936.1,0,0,0,0,0,0
AL109936.3,18,7,4,6,13,2
TCEA3,2885,2171,1298,1912,2426,2875
AL357134.1,7,3,6,11,2,7
ASAP3,2628,2536,2141,2509,1714,3095
E2F2,184,267,88,108,99,162
AL021154.1,0,13,3,7,4,5
ID3,954,1686,665,1203,577,823
AL450043.1,2,10,17,20,0,5
MDS2,0,0,0,0,4,0
AL451000.1,0,0,0,0,0,0
RPL11,17649,15568,10260,13320,13981,29455
ELOA-AS1,25,33,21,43,34,57
ELOA,2418,2339,1351,2301,1810,2854
PITHD1,1920,1609,1214,1460,1462,1875
LYPLA2,3976,3261,2248,3245,2642,3140
GALE,1588,1225,1169,1414,1088,1689
HMGCL,1031,1055,812,991,867,1529
FUCA1,763,834,619,743,648,1017
CNR2,1,0,0,2,0,4
BTBD6P1,0,0,0,0,0,0
AL590609.2,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0
H3P1,0,0,0,0,0,0
PNRC2,3012,3251,1751,3156,2415,2218
SRSF10,5293,5787,3655,5249,4190,3947
AL590609.1,0,0,0,0,0,0
AL591178.1,0,0,2,0,0,0
MYOM3,49,38,56,24,69,95
MYOM3-AS1,0,0,0,0,0,0
IL22RA1,20,10,10,0,8,8
IFNLR1,683,721,477,853,516,865
LINC02800,0,0,0,0,0,6
GRHL3-AS1,0,0,2,0,0,0
GRHL3,50,48,70,40,27,80
STPG1,165,210,189,178,173,275
NIPAL3,2321,2042,3388,2627,1743,3537
RCAN3AS,0,0,0,4,0,0
RCAN3,561,541,663,592,567,424
NCMAP-DT,0,0,2,0,0,0
NCMAP,6,4,2,0,2,4
AL445686.1,0,0,0,0,0,0
AL445686.2,0,0,0,0,0,0
SRRM1,5557,4696,2410,4773,3647,3371
AL445648.1,0,2,2,0,0,0
CLIC4,28005,31440,23982,34740,25731,15205
RNU6-1208P,0,0,0,0,0,0
RUNX3,2,6,1,0,2,6
MIR6731,0,0,0,0,0,0
AL445471.1,0,0,0,0,0,0
AL445471.2,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0
LINC02793,0,0,0,0,0,0
AL050344.1,0,0,0,0,0,0
AL121994.1,0,0,0,0,0,0
AL031432.1,0,0,0,0,0,0
SYF2,1187,1313,1081,1312,1105,1456
AL031432.4,73,61,49,42,58,54
AL031432.5,5,16,4,4,5,2
RSRP1,2307,2152,1144,2317,1834,1358
AL031432.3,16,3,8,18,12,18
AL031432.2,0,0,0,0,0,0
RHD,0,0,0,0,0,0
SDHDP6,42,39,23,35,29,72
AL928711.1,12,8,3,4,8,0
TMEM50A,2949,3340,3026,3402,2456,3966
RHCE,30,27,17,22,24,8
AL031284.1,3,2,0,1,0,2
MACO1,1256,1210,851,1176,1055,1260
LDLRAP1,942,848,666,759,791,1240
AL606491.1,2,3,0,0,8,9
MAN1C1,2960,2422,1629,2134,2134,2654
AL031280.1,2,6,0,7,6,14
SELENON,5482,5309,4139,4967,4121,5735
AL020996.2,0,0,0,0,0,0
AL020996.1,14,32,25,8,24,21
MTFR1L,3248,3070,3101,3480,2536,5323
AUNIP,199,187,134,70,88,213
AL020996.3,0,0,0,0,0,0
AL033528.3,0,1,1,0,2,0
PAQR7,399,279,309,357,368,353
AL033528.1,0,0,0,0,0,0
STMN1,14370,17486,19255,17906,10541,20720
SNRPFP2,0,0,16,0,2,0
AL033528.2,0,0,0,0,0,8
MIR3917,0,0,0,0,0,0
PAFAH2,881,915,925,1023,697,1005
RNU6-110P,0,0,0,0,0,4
AL592064.1,0,0,0,2,0,0
AL592064.2,0,0,0,0,0,0
EXTL1,2432,2817,4390,3161,1708,1862
SLC30A2,97,75,417,122,109,105
AL391650.2,5,1,6,2,0,0
TRIM63,6060,4741,4196,5463,4452,9821
PDIK1L,231,295,174,253,205,156
FAM110D,253,269,123,170,152,138
C1orf232,0,0,0,0,0,0
AL391650.1,16,5,8,7,4,22
ZNF593,0,0,0,0,0,0
CNKSR1,281,290,158,222,191,172
CATSPER4,4,10,0,0,0,0
ZPLD2P,36,33,48,55,18,38
AL355877.2,0,0,0,0,0,0
CEP85,1802,1635,855,1678,1358,3389
AL355877.1,7,2,4,9,4,13
SH3BGRL3,1322,2005,1934,1611,1071,1478
UBXN11,459,459,235,366,242,452
CD52,0,1,0,0,0,2
CRYBG2,26,18,23,8,26,29
AL451139.1,0,0,0,0,0,0
ZNF683,0,0,0,0,0,0
LIN28A,982,1226,317,382,710,650
DHDDS,1785,1451,1564,1705,1409,2849
AL513365.1,4,0,4,3,0,0
DHDDS-AS1,4,8,6,2,0,2
HMGN2,6137,7417,2923,5355,4601,6261
DPPA2P2,0,0,0,0,0,0
RPS6KA1,929,747,790,763,674,1274
MIR1976,0,0,0,0,0,0
RN7SL679P,0,0,0,0,0,0
AL627313.2,0,0,0,0,0,0
RNU7-29P,0,0,0,0,0,0
AL627313.1,0,0,0,0,0,0
AL627082.2,0,0,0,0,0,0
AL627082.1,0,0,0,0,0,0
AL512408.1,36,53,37,49,25,60
ARID1A,11377,10158,6327,9916,8469,10461
PIGV,248,202,123,231,163,349
RN7SL165P,0,0,0,0,0,2
AL034380.2,3,0,0,0,0,1
ZDHHC18,1421,1190,919,1137,1002,1336
SFN,48,12,5,6,7,14
GPN2,1783,1670,1357,1698,1279,1943
AL034380.1,0,0,0,0,0,0
GPATCH3,518,352,331,389,393,519
NUDC,3707,3443,2505,3255,2716,5418
NR0B2,2,1,6,6,8,6
KDF1,32,0,0,0,2,2
RPL12P13,0,0,0,0,0,0
AL356390.1,0,0,0,0,0,0
OSTCP2,0,0,0,0,0,0
TRNP1,1908,1739,2118,1964,1488,1106
TENT5B,760,546,2287,842,584,853
SLC9A1,1990,1748,1232,1640,1486,2105
AL590640.2,0,0,0,0,0,0
CHCHD3P3,44,28,39,34,24,101
NPM1P39,4,4,0,6,6,15
SNRPEP7,0,0,0,0,0,0
AL590640.1,0,0,0,0,0,0
WDTC1,3216,2684,2391,3025,2286,3617
AL590640.3,2,2,0,0,0,0
FO393419.3,2,0,2,5,0,1
TMEM222,1606,1444,1022,1350,1041,1619
RNU6-48P,1,1,1,1,1,3
ACTG1P20,12,11,8,10,11,16
SYTL1,876,557,455,782,778,539
MAP3K6,464,633,431,502,299,467
FCN3,0,6,4,0,1,6
CD164L2,0,2,6,0,0,0
FO393419.1,0,1,0,0,0,0
GPR3,30,60,115,29,18,26
WASF2,4639,4731,2759,4228,3371,5401
FO393419.2,0,0,0,0,0,0
BX293535.1,18,10,16,4,0,10
AHDC1,5191,4661,3479,4806,4037,2744
FGR,1,0,0,0,0,2
AL031729.1,29,19,25,20,17,37
LINC02574,0,0,0,0,0,0
IFI6,2520,1379,836,880,1776,809
AL445490.1,10,4,2,2,3,0
RNU6-949P,0,0,0,0,0,0
CHMP1AP1,0,0,0,0,0,0
RNU6-424P,0,0,0,0,0,0
AL020997.5,0,0,0,0,0,0
FAM76A,297,308,204,362,259,278
AL020997.1,9,0,4,4,0,8
RPEP3,2,0,0,0,0,6
STX12,1652,1518,1187,1755,1319,1398
AL020997.2,2,1,1,6,0,0
AL020997.3,4,1,11,0,2,0
RNU6-1245P,1,0,0,0,0,0
AL020997.4,1,4,0,0,0,0
PPP1R8,1610,1790,992,1468,1259,1803
SCARNA1,2,0,0,0,0,2
THEMIS2,15,5,10,24,27,30
RPA2,1918,1828,975,1576,1275,3486
SMPDL3B,291,151,221,217,249,418
AL512288.1,4,0,2,0,4,0
XKR8,1019,658,752,773,809,1193
EYA3,2290,2121,1128,2148,1787,3410
AL512288.2,0,2,0,0,0,0
RN7SL559P,2,3,0,0,2,8
SPCS2P4,896,103,255,104,134,235
AL137792.2,0,0,0,0,0,0
AL137792.1,0,0,0,0,0,0
RNU6-176P,0,0,0,0,0,0
PTAFR,14,3,4,2,4,14
DNAJC8,4200,4283,3497,4788,3322,5650
ATP5IF1,3340,3018,2651,3084,2747,4453
AL353622.1,79,104,73,118,110,68
AL353622.2,0,1,0,0,0,2
SESN2,2825,2355,2644,2635,2125,2661
MED18,629,706,459,807,462,882
PHACTR4,2804,2651,2182,2627,1867,2999
CR589951.1,0,0,0,0,0,0
CR391992.1,2,0,0,3,2,0
RNU6ATAC27P,2,2,0,0,0,0
RCC1,860,789,384,685,566,932
SNHG3,764,808,472,649,587,673
SNORA73A,0,0,0,0,0,0
SNORA73B,5,3,8,11,5,14
PRDX3P2,2,6,2,6,0,6
AL513497.1,4,3,6,20,14,6
TRNAU1AP,459,812,522,626,436,989
SNHG12,279,232,129,194,146,250
SNORD99,7,3,2,1,6,7
SNORA61,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0
SNORA16A,0,0,0,0,0,0
TAF12,702,655,487,707,577,980
RAB42,63,87,97,41,44,53
LINC01715,10,8,3,3,4,4
RNU11,0,0,0,0,0,0
AL360012.1,0,0,0,0,0,0
GMEB1,595,586,387,610,462,723
AL645729.1,0,0,0,0,0,0
YTHDF2,4342,4365,3090,4091,3234,5332
OPRD1,51,10,24,35,18,30
AL009181.2,0,4,0,1,0,0
AL009181.1,0,0,0,0,0,0
EPB41,1499,1374,1158,1172,1174,1781
AL138785.2,1,0,1,0,1,0
AL138785.1,0,0,0,0,0,0
AL138785.3,0,0,0,0,0,0
TMEM200B,196,152,76,110,120,106
AL357500.1,0,2,1,1,0,0
SRSF4,2214,2229,1670,2262,1514,2534
AL357500.2,0,0,0,0,0,0
MECR,997,921,576,773,809,1374
AL590729.1,7,0,8,1,1,2
PTPRU,1606,992,858,744,1275,1222
LINC01756,2,0,0,0,0,0
AL671862.1,0,0,0,0,0,0
AC092265.1,0,0,0,0,0,0
AL645944.2,0,0,0,0,0,0
AL645944.1,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0
AL137076.1,0,0,0,0,0,0
AL021921.1,0,0,0,0,0,0
AL161638.2,0,0,0,0,0,0
AL161638.1,0,0,0,0,0,0
MATN1,7,1,6,6,8,2
MATN1-AS1,34,22,45,14,17,20
AL137857.1,0,0,0,0,2,0
LAPTM5,8,11,10,24,9,24
MIR4420,0,0,0,0,0,0
AL137027.1,0,0,0,0,0,0
LINC01778,33,53,84,69,40,56
RN7SKP91,0,0,0,0,0,0
AL445235.1,0,0,0,0,0,0
SDC3,12889,13225,11063,14305,9464,11008
RN7SL371P,0,0,0,0,0,0
PUM1,6312,5946,2727,5896,5033,8570
AL356320.2,0,0,0,0,0,0
AL356320.1,0,0,0,0,0,0
SELENOWP1,0,0,0,0,0,0
AC114495.1,0,0,0,0,0,0
NKAIN1,141,197,98,123,128,217
SNRNP40,952,1115,498,941,847,1737
AC114495.2,0,5,4,3,2,0
ZCCHC17,1040,1040,707,1048,845,1696
AL451070.1,0,0,2,2,0,3
FABP3,13397,13519,17149,16512,9978,29407
SERINC2,534,566,483,504,529,381
AC209007.1,0,0,0,0,0,0
RNU6-40P,0,0,0,0,0,0
LDC1P,0,0,0,0,0,0
AC209007.2,0,0,0,0,0,0
LINC01226,0,0,6,4,0,0
AC114488.1,0,0,10,4,2,5
TINAGL1,1125,1702,3992,1672,844,973
HCRTR1,14,5,15,4,8,16
PEF1,2512,2344,1906,2221,1766,3769
PEF1-AS1,35,34,57,33,32,31
AC114488.2,0,0,0,1,1,0
COL16A1,2209,1921,1940,1831,1501,1582
ADGRB2,6906,6724,6139,6364,5102,5161
MIR4254,0,0,0,1,0,0
AL354919.2,0,0,0,0,2,0
SPOCD1,46,46,34,34,34,71
AL354919.1,0,0,0,0,0,0
AL136115.2,2,0,2,4,2,0
PTP4A2,7827,8327,7666,8262,6288,6021
AL136115.1,8,0,4,2,5,5
AL136115.3,0,0,0,0,0,0
KHDRBS1,7664,7617,5232,6934,5986,6016
AL445248.1,4,14,3,6,10,1
TMEM39B,394,443,239,388,312,453
MIR5585,0,0,0,0,1,0
AL445248.2,1,0,0,0,0,0
KPNA6,4970,5269,3770,4898,3957,6767
AL049795.2,0,0,0,0,0,0
TXLNA,3262,2985,2648,2702,2300,4500
CCDC28B,578,597,500,559,372,392
AL049795.1,8,10,1,3,10,0
IQCC,113,83,78,111,79,130
DCDC2B,43,29,15,16,27,13
TMEM234,372,393,304,409,324,683
EIF3I,5930,5537,4845,5252,4485,9999
MTMR9LP,65,75,54,55,66,72
FAM167B,27,4,18,9,19,4
LCK,4,0,0,0,2,0
AL121991.1,0,0,0,0,0,0
AL109945.2,0,0,0,0,0,0
HDAC1,1866,2463,1501,2058,1674,2784
MARCKSL1,12249,11120,7370,9951,8389,11484
AL109945.1,4,0,0,4,2,0
TSSK3,7,31,16,12,16,14
FAM229A,198,176,107,185,197,57
BSDC1,3861,3716,3017,3502,2673,5152
GAPDHP20,0,2,0,0,0,0
AL356986.1,0,0,0,0,0,0
LRRC37A12P,0,0,0,0,0,0
RN7SL122P,0,0,0,0,0,0
AL033529.1,0,0,0,0,0,0
ZBTB8B,223,181,109,225,233,213
ZBTB8A,272,370,197,308,213,127
ZBTB8OS,704,724,621,826,665,986
AC114489.1,0,0,0,1,0,0
RBBP4,7290,6426,3839,5927,5199,10343
SYNC,218,127,185,162,209,265
AC114489.2,2,0,0,0,0,0
KIAA1522,2232,1478,1136,1094,1648,1505
YARS1,5336,4475,3694,4414,3982,8988
S100PBP,1280,1284,621,1273,962,1436
FNDC5,498,259,100,177,279,361
HPCA,0,0,0,2,7,0
TMEM54,55,32,28,26,33,34
AL031602.2,5,0,5,0,0,0
RNF19B,1081,1038,1186,1041,998,1411
AL031602.1,0,0,0,1,2,0
AL355864.1,0,0,0,2,0,0
AL355864.2,5,2,2,7,4,9
AL020995.1,2,0,1,6,0,2
AK2,4031,3554,2620,3747,2837,5587
AL020995.2,2,0,0,0,7,2
AZIN2,180,133,76,83,101,144
AL662907.1,4,0,0,4,0,0
TRIM62,210,262,217,242,216,233
AL662907.2,11,20,5,6,4,3
AL662907.3,0,0,0,0,0,0
ZNF362,1890,1974,1206,1789,1416,1078
AL513327.3,7,6,0,4,6,1
A3GALT2,4,4,0,0,12,0
AL513327.1,120,92,71,121,102,79
PHC2,3768,4128,2787,3633,2616,4359
MIR3605,1,1,1,1,0,1
RN7SKP16,27,20,18,35,26,18
AL513327.2,0,3,0,3,2,0
TLR12P,0,0,0,0,0,0
ZSCAN20,207,180,83,176,184,230
AC115285.1,0,0,0,0,0,0
CSMD2,152,122,40,141,73,202
HSPD1P14,0,0,0,0,0,0
HMGB4,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0
RNA5SP42,0,0,0,0,0,0
C1orf94,0,0,0,4,0,0
AC115286.1,0,0,0,0,0,0
AC099565.1,0,0,0,0,0,0
MIR552,0,0,0,0,0,0
SMIM12,1361,1317,1352,1502,1001,1886
GJB5,4,0,4,10,0,16
GJB4,0,0,0,0,6,4
AL121988.1,0,0,0,2,0,0
GJB3,2,2,11,4,0,0
GJA4,66,73,18,61,20,28
AL122010.1,0,0,0,0,0,0
DLGAP3,12,8,14,18,6,12
AC114490.3,4,9,0,6,4,8
AC114490.1,12,9,4,3,6,10
AC114490.2,0,0,0,0,0,0
TMEM35B,0,1,0,0,0,2
ZMYM6,427,516,344,494,396,126
ZMYM1,363,387,139,357,273,257
RPL12P45,0,0,0,0,0,0
EFCAB14P1,0,0,0,0,0,0
AL590434.2,2,16,4,2,4,0
SFPQ,11770,12076,6077,9572,9080,8971
AL590434.1,0,0,0,0,0,0
ZMYM4,3781,3903,1814,3651,2812,4420
RN7SL503P,0,0,0,0,0,0
AL160000.1,0,0,0,2,0,0
RPL5P4,29,18,10,9,18,20
ZMYM4-AS1,4,0,2,0,0,0
AL356362.1,0,0,0,0,0,0
KIAA0319L,5274,4595,4077,5068,3853,6982
AC004865.1,0,3,0,2,1,0
NCDN,2975,2798,2031,2866,2267,2469
AC004865.2,1,6,2,2,3,0
TFAP2E,10,24,10,21,10,4
PSMB2,4606,4699,2767,4065,3551,4736
C1orf216,461,300,465,322,323,547
CLSPN,661,597,162,388,390,770
AL354864.1,0,0,0,0,0,0
AGO4,2015,1881,1232,1796,1548,2482
AGO1,2451,2447,1796,2107,1864,3191
AL139286.1,0,0,0,0,0,0
AL139286.3,4,0,0,0,0,0
AL139286.2,0,0,0,0,0,0
AGO3,1193,1209,719,1307,1007,821
AL138787.2,1,1,0,0,0,0
AL138787.1,4,10,2,0,0,1
TEKT2,5,5,16,6,8,2
ADPRHL2,1217,964,917,1097,898,1392
COL8A2,45,10,13,13,51,71
TRAPPC3,1786,1845,1722,2061,1392,2753
MAP7D1,11586,11282,9913,11569,8850,9286
RN7SL131P,0,0,0,1,0,0
THRAP3,6806,6566,5180,6339,5487,10171
UBE2V2P4,0,0,0,0,0,0
SH3D21,596,497,300,394,450,478
EVA1B,0,0,0,0,0,0
AL591845.1,30,11,6,10,4,6
STK40,3843,4265,3549,4390,2908,3942
LSM10,1311,1143,1202,1293,779,1527
RNU4-27P,0,0,0,0,0,0
OSCP1,224,300,138,195,142,362
SNORA63C,0,3,0,0,0,0
MRPS15,2306,1998,2021,2237,1844,3939
CSF3R,72,65,60,46,102,62
FTLP18,0,0,0,0,0,0
AL596257.1,0,0,0,0,0,0
AC117945.2,0,0,0,0,0,0
AC117945.1,0,0,0,0,0,0
GRIK3,0,0,0,0,6,0
AL031430.1,0,0,0,0,0,0
AL353604.1,0,0,0,0,0,0
MIR4255,0,0,0,0,0,0
RNU6-636P,0,0,0,0,0,0
RNA5SP43,0,0,0,0,0,0
RPS29P6,0,0,0,0,0,0
LINC01137,47,23,32,34,23,50
ZC3H12A,275,218,377,187,183,204
MIR6732,0,0,0,0,0,0
MEAF6,1807,1785,1427,1847,1432,2080
MIR5581,5,4,3,8,7,14
SNIP1,602,670,515,623,465,463
FTH1P1,0,0,0,4,0,0
AL034379.1,1,1,1,1,1,9
DNALI1,413,493,416,453,402,524
GNL2,2546,2396,1971,2356,1942,3921
AL513220.1,0,0,0,0,0,0
RSPO1,0,2,0,2,2,12
C1orf109,732,795,353,737,567,729
CDCA8,440,536,160,216,316,873
EPHA10,8,7,14,0,0,12
AC104336.1,0,0,0,0,0,0
ACTN4P2,0,0,0,0,0,0
AL929472.1,0,0,0,0,0,0
MANEAL,71,88,43,80,43,50
AL929472.3,0,0,0,0,0,0
YRDC,412,485,348,389,221,408
C1orf122,2417,2140,2292,2290,1519,1998
MTF1,643,712,488,792,538,1001
AL929472.4,0,0,0,2,0,0
INPP5B,304,380,198,267,249,534
AL929472.2,0,0,0,0,0,0
AL929472.5,2,0,0,2,0,0
RNU6-584P,0,1,1,0,4,0
AL603790.1,0,0,0,0,0,0
SF3A3,2632,2711,1883,2511,1987,4002
RNU6-510P,3,3,1,2,0,2
FHL3,744,680,774,642,477,543
UTP11,1290,1418,1001,1396,1015,1205
POU3F1,38,31,70,14,17,26
MIR3659HG,8,7,12,8,8,4
AL139158.1,0,0,0,0,0,0
MIR3659,0,0,0,0,0,0
LINC02786,0,0,2,0,0,0
AL390839.1,0,0,0,0,0,0
AL390839.2,0,0,0,0,0,0
LINC01343,0,0,0,0,0,0
AL513479.1,0,0,0,0,0,0
RNU6-753P,0,0,0,0,0,0
LINC01685,0,0,0,0,0,0
AL354702.1,0,2,4,3,0,2
AL354702.2,0,0,0,0,0,0
RRAGC,505,545,433,529,408,499
AL139260.2,0,0,0,0,0,0
AL139260.1,29,26,27,23,9,27
MYCBP,467,536,335,503,410,544
AL139260.3,0,0,0,1,0,0
GJA9,2,0,0,0,0,0
RHBDL2,11,11,0,0,2,2
RNU6-605P,0,0,0,0,0,0
AL714019.1,0,0,0,0,0,0
EIF1P2,0,0,0,0,0,0
AKIRIN1,9584,9760,8342,9892,7177,6635
NDUFS5,9676,8575,7322,8365,7294,20317
MACF1,38870,34023,28338,38842,28737,62827
RNU6-608P,0,0,0,0,0,0
RNA5SP44,0,0,0,0,0,0
AL442071.2,4,0,4,0,0,0
AL442071.1,0,4,0,0,0,0
HSPE1P8,0,1,0,0,3,0
BMP8A,123,68,78,97,55,134
OXCT2P1,84,12,89,8,42,37
PPIEL,128,127,62,75,96,100
PABPC4,9337,8622,5843,8248,7275,7968
PABPC4-AS1,30,29,5,23,27,25
SNORA55,15,8,9,9,0,14
HEYL,56,96,118,82,67,76
AL035404.2,0,0,0,0,0,0
NT5C1A,20,24,2,7,3,10
HPCAL4,12,18,2,4,2,20
PPIE,1312,1499,1000,1468,1050,2157
AL035404.1,0,0,0,0,0,0
RNU7-121P,0,0,0,0,0,0
BMP8B,59,14,7,12,37,38
OXCT2,14,6,21,6,6,6
BMP8B-AS1,0,0,0,0,0,0
AL033527.3,0,0,0,0,0,0
AL033527.2,0,0,0,0,0,0
AL033527.4,0,0,0,0,0,0
LINC02811,0,0,0,0,0,0
TRIT1,615,591,439,596,436,807
AL033527.1,0,0,0,0,0,0
MYCL,242,218,328,221,214,335
MYCL-AS1,0,0,0,7,0,2
AL663070.1,0,0,0,0,0,0
MFSD2A,142,149,206,82,70,185
AL663070.2,0,0,6,2,4,8
CAP1,2349,2894,1897,2670,1592,3770
PPT1,1923,1961,1513,1896,1392,3056
AL512599.1,0,0,0,0,0,0
RLF,1335,1259,1051,1291,1187,1232
RNU6-1237P,0,0,0,1,0,0
TMCO2,0,0,1,0,0,0
AL050341.2,235,296,278,255,202,181
ZMPSTE24,1224,1643,1233,1722,1181,857
AL050341.1,4,1,3,1,0,0
COL9A2,36,44,37,33,76,24
AL031985.2,0,0,0,0,0,0
SMAP2,943,970,758,991,707,1254
AL031985.1,0,0,0,0,0,0
AL031985.4,0,0,0,0,0,0
ZFP69B,118,165,140,118,97,124
AL031985.3,85,115,144,155,99,68
AL603839.4,8,2,2,0,0,0
ZFP69,91,103,71,69,65,66
AL603839.3,4,2,2,5,10,14
EXO5,143,114,79,104,117,173
AL603839.1,0,0,0,0,0,0
AL603839.2,5,2,12,1,6,0
ZNF684,320,297,246,274,304,381
AL356379.2,0,0,0,0,0,0
AL356379.1,0,0,0,0,0,0
GTF2F2P2,0,0,0,0,0,0
RIMS3,1280,1260,1244,1239,893,1414
AL031289.2,26,50,66,54,32,56
AL031289.1,18,13,11,9,8,3
NFYC-AS1,81,60,59,49,80,49
NFYC,4467,3728,2644,4139,3089,4259
MIR30E,0,2,7,0,0,0
MIR30C1,1,1,0,0,0,0
KCNQ4,80,63,42,73,56,35
RN7SL326P,0,0,0,0,0,0
CITED4,1976,1656,2133,1510,1511,572
AC119677.1,0,0,0,0,2,0
AL391730.1,0,0,0,0,0,0
AL391730.2,0,0,0,0,0,0
UBE2V1P8,0,0,0,0,0,0
CTPS1,1909,1789,983,1320,1289,3046
SLFNL1-AS1,70,53,60,44,59,55
SLFNL1,54,28,24,32,22,60
SCMH1,4442,4177,4084,4494,3132,5338
RPL23AP17,15,2,2,4,0,2
AC093151.7,4,2,2,5,0,0
AC093151.2,14,5,15,21,9,18
AC093151.1,1,0,0,0,0,0
AC093151.5,88,58,122,76,91,197
FOXO6,415,271,435,301,335,81
FOXO6-AS1,0,0,4,1,5,0
RNA5SP45,0,0,0,0,0,0
EDN2,60,107,114,79,68,55
HIVEP3,347,305,774,274,272,353
AL445933.2,0,0,0,0,0,0
AL445933.1,1,0,6,4,8,4
AC119676.1,0,0,0,0,0,0
AL158216.1,2,0,0,0,0,0
HNRNPFP1,0,0,0,0,0,0
AC114492.1,0,0,0,0,0,0
GUCA2B,2,0,0,0,0,0
GUCA2A,24,0,0,0,10,22
FOXJ3,3127,2722,2112,3030,2081,2905
AC096540.1,7,7,21,18,2,2
RIMKLA,772,606,532,566,620,1064
AL513331.1,3,0,0,0,0,0
ZMYND12,20,26,17,11,19,26
PPCS,1551,1587,1567,1651,1391,1076
CCDC30,67,71,90,93,66,123
AL445669.1,0,0,0,0,0,0
TMSB4XP1,0,2,0,2,0,1
RNU6-536P,0,0,0,0,0,0
AL445669.2,0,2,0,0,0,0
PPIH,374,356,199,243,252,516
AC098484.4,90,101,42,68,97,145
AC098484.2,3,2,5,5,3,3
YBX1,44141,38879,33816,38325,35406,48518
CLDN19,137,58,73,25,60,50
P3H1,4207,3408,2263,2974,2681,5127
C1orf50,385,441,362,436,395,411
AC098484.3,0,0,0,0,0,0
AC098484.1,0,0,0,0,0,0
TMEM269,28,10,20,30,17,10
SVBP,260,326,218,271,216,442
ERMAP,441,373,265,398,412,515
AL512353.1,38,73,34,36,18,68
ZNF691,348,345,157,301,289,580
AL512353.2,0,2,0,0,0,0
AL512353.3,0,0,0,0,0,0
ATP6V1E1P1,27,25,22,31,24,77
SLC2A1,4546,3199,3659,2619,2735,4155
ATP6V0CP4,0,0,0,2,0,0
SLC2A1-AS1,36,35,25,22,22,15
AC099795.1,10,1,7,2,2,2
RNU6-880P,1,2,0,0,0,0
AL161637.2,0,0,0,0,0,0
AL161637.1,0,0,0,0,0,0
FAM183A,1,6,5,9,8,4
EBNA1BP2,1556,1768,1257,1645,1125,2168
MIR6733,0,0,0,0,0,0
CFAP57,88,72,113,67,47,106
RNA5SP46,0,0,0,0,0,0
TMEM125,178,52,213,112,71,170
C1orf210,20,0,0,0,8,10
TIE1,66,205,48,82,54,26
MPL,25,21,25,32,23,21
AL139289.2,1,0,0,1,7,0
AL139289.1,2,2,0,14,0,8
CDC20,1089,1089,393,613,650,1387
ELOVL1,1893,2344,2404,2193,1340,3208
MIR6734,0,0,0,0,0,0
MED8,946,1017,747,873,667,1693
MED8-AS1,27,12,7,23,21,41
SZT2,2552,2158,1162,2103,1620,2714
SZT2-AS1,0,0,0,0,0,0
MIR6735,0,0,0,0,0,0
HYI,0,0,0,0,0,0
HYI-AS1,4,1,0,0,0,0
PTPRF,7427,8065,6419,7166,4835,5876
KDM4A,1132,1286,688,995,979,2125
