Geneid,NCH3_2_DAPT,NCH3_1_DAPT,NCH1_2_DAPT,NCH3_2_DMSO,NCH1_1_DAPT,NCH1_1_DMSO,NCH1_2_DMSO,NCH3_1_DMSON
CROCCP2,563,571,1741,518,978,1162,1630,263
AL137798.3,0,0,0,0,0,0,0,0
MST1P2,17,24,69,12,27,35,69,12
AL137798.2,0,0,0,0,0,0,0,0
RNU1-3,0,0,0,0,0,0,0,0
AL021920.2,0,0,6,0,1,0,2,0
EIF1AXP1,213,262,302,184,125,135,296,75
ESPNP,0,0,37,0,2,0,85,8
AL021920.1,0,0,0,0,0,0,0,0
AL021920.3,4,0,1,2,0,0,16,2
CROCC,507,653,2275,554,344,343,1854,291
CROCCP4,0,4,0,2,0,0,8,1
RNU1-4,0,0,0,1,0,0,0,0
MST1L,8,37,11,29,2,11,46,10
BX284668.1,0,0,0,0,0,0,0,0
BX284668.3,0,0,0,0,0,0,0,0
MIR3675,0,0,0,0,0,0,0,0
BX284668.2,28,50,126,30,37,61,172,85
RNU1-5P,0,0,0,0,0,0,0,0
BX284668.5,19,23,74,26,11,9,109,55
BX284668.4,0,0,0,0,0,0,0,0
RNU1-2,0,0,0,0,0,0,0,0
BX284668.6,12,0,4,3,0,0,0,3
MFAP2,1275,1049,2327,1663,1232,1321,2038,185
AL049569.2,4,0,1,0,0,0,0,0
AL049569.1,0,1,0,1,0,11,0,0
ATP13A2,2203,1575,1911,1674,1674,1717,2576,965
SDHB,4263,3602,1738,2802,3796,3631,2769,2835
PADI2,97,40,57,46,142,89,68,11
LINC02783,0,0,4,0,0,0,0,0
AL590644.1,0,0,0,0,0,0,0,0
PADI1,37,46,10,30,34,58,20,44
PADI3,4,8,28,2,0,0,13,0
MIR3972,0,0,0,0,0,0,1,0
PADI4,0,0,0,0,0,0,0,1
PADI6,0,0,4,0,0,0,0,0
RCC2,2408,2178,10961,2092,2233,3097,10114,1457
RCC2-AS1,0,0,0,0,0,0,0,0
ARHGEF10L,4079,3500,1592,3187,2489,2399,2001,2127
LINC02810,0,0,0,2,0,0,0,0
ACTL8,0,0,10,0,0,0,15,0
AL357509.1,0,0,0,0,0,0,0,0
LINC01654,0,0,0,0,0,0,0,0
IGSF21,0,10,9,0,0,0,15,2
AL365209.1,0,0,0,0,0,0,0,0
IGSF21-AS1,0,0,0,0,0,0,0,0
AL591896.1,0,0,0,4,0,0,2,1
KLHDC7A,125,52,49,76,54,88,16,62
DYNLL1P3,0,0,0,0,0,0,0,0
AL031737.1,0,0,0,0,0,0,0,0
PAX7,0,0,79,0,0,0,109,0
TAS1R2,0,0,0,0,0,0,0,0
ALDH4A1,5886,5598,1687,4872,5001,4808,2551,6503
MIR4695,0,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0,0
IFFO2,603,497,414,335,426,257,435,399
AL137127.1,57,48,19,71,72,70,13,20
UBR4,17919,14815,6843,16383,13888,13813,9976,9812
EMC1-AS1,26,24,13,6,28,52,11,10
EMC1,3835,2850,2565,2828,3025,3196,3305,2330
MRTO4,1046,1023,3056,953,1148,1323,2759,1020
AL035413.2,24,15,11,2,4,22,3,2
AKR7L,16,4,72,2,23,4,60,2
AKR7A3,26,6,49,13,9,17,25,10
AL035413.1,60,64,47,34,40,50,53,20
AKR7A2,1485,1815,2313,1403,1332,1532,2404,1394
RNU6-1099P,5,1,2,0,8,1,3,2
SLC66A1,994,741,643,686,759,851,774,505
CAPZB,7688,6427,6220,5741,7419,8406,8446,5260
RN7SL277P,0,0,0,0,0,0,0,0
MICOS10,386,282,151,209,286,272,222,189
RNU4-28P,0,0,0,0,0,0,0,0
AL031727.2,5,4,0,0,3,0,0,6
NBL1,90,98,138,173,92,79,188,14
MICOS10-NBL1,0,0,0,0,0,0,0,0
AL031727.1,16,28,22,20,20,9,24,8
HTR6,0,0,0,0,0,0,4,0
TMCO4,61,191,58,80,59,38,20,258
RNF186,0,0,0,0,0,0,2,0
AL391883.1,0,0,0,0,0,0,0,0
OTUD3,926,567,759,600,719,751,825,486
PLA2G2E,0,0,0,0,0,0,0,0
RN7SL304P,0,0,0,0,0,0,0,0
PLA2G2A,0,0,21,0,0,0,4,0
PLA2G5,8,4,0,0,0,6,0,0
PLA2G2D,0,0,2,0,0,0,0,0
PLA2G2F,0,0,0,0,0,0,0,0
Z98257.1,0,0,0,0,0,0,0,0
PLA2G2C,0,0,0,0,0,0,0,0
UBXN10-AS1,0,0,0,0,0,0,7,2
UBXN10,24,51,46,18,16,22,73,58
LINC01757,0,0,0,0,0,0,0,0
Z98257.2,0,0,0,0,0,0,0,0
VWA5B1,0,0,18,0,0,0,0,0
AL020998.1,0,0,0,0,0,0,0,0
LINC01141,0,0,0,0,0,0,0,0
AL139254.1,0,0,0,0,0,0,0,0
AL139254.2,0,0,0,0,0,0,0,0
AL139254.3,0,0,0,0,0,0,0,0
CAMK2N1,48,34,410,25,38,49,232,4
MUL1,2363,2131,945,1800,1769,1746,1480,1499
RPS4XP4,0,0,0,0,0,0,0,0
FAM43B,23,54,76,60,56,24,68,59
CDA,4,0,146,6,0,6,136,0
PINK1,2973,2757,698,2411,2198,2146,1048,2191
MIR6084,0,0,0,0,0,0,0,0
PINK1-AS,204,173,178,162,237,175,152,98
DDOST,9646,8221,7775,6678,9219,8356,8430,5759
KIF17,15,46,316,41,29,33,322,19
AL663074.2,0,0,2,0,0,0,0,0
SH2D5,32,20,233,26,24,26,189,15
AL663074.1,0,0,1,0,0,0,0,0
HP1BP3,5535,5459,6968,4617,5230,5112,7718,3048
EIF4G3,6494,5751,4287,5082,5153,5076,5356,4216
RNU7-200P,0,0,0,0,0,0,0,0
MIR1256,0,0,0,0,4,0,0,0
RPS15AP6,0,0,0,0,0,0,0,0
AL627311.1,2,0,2,0,0,0,8,5
HSPE1P27,8,0,0,0,0,0,0,0
AL031005.2,8,1,2,1,9,10,8,2
ECE1,8637,8052,3153,6979,5339,5965,5945,4787
AL031005.1,2,2,0,2,2,0,0,2
ECE1-AS1,10,1,5,4,2,4,16,0
PPP1R11P1,2,0,0,0,0,0,0,0
AL592309.1,0,0,0,0,0,0,0,0
AL592309.2,0,0,0,0,0,0,0,1
NBPF2P,68,35,105,49,25,32,50,15
HS6ST1P1,16,16,20,39,23,120,27,9
CROCCP5,0,2,0,0,2,0,0,0
NBPF3,500,267,334,284,331,239,313,226
PFN1P10,0,0,0,0,0,0,0,0
ALPL,90,83,2719,48,169,411,2627,12
LINC02596,0,0,0,0,2,0,0,0
RAP1GAP,1289,1013,343,808,1224,992,401,616
USP48,3833,3449,2618,3031,3214,2860,2873,2226
AL590103.1,0,0,0,0,0,0,0,0
LDLRAD2,27,30,7,43,24,23,10,7
HSPG2,44977,42874,7461,34797,43533,38232,16637,25690
AL590556.1,2,2,0,0,14,0,0,0
AL590556.2,0,0,0,0,0,0,0,0
CELA3B,0,0,0,0,0,0,0,0
AL590556.3,0,0,0,0,0,0,0,0
RN7SL386P,0,0,0,0,0,0,0,0
RNU6-1022P,0,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0,0
RN7SL186P,0,0,0,0,0,0,0,0
RNU6-776P,0,0,0,0,0,0,0,0
LINC01635,0,5,2,0,0,1,0,6
LINC00339,66,38,87,100,45,60,100,36
CDC42,11395,11231,12144,8622,11694,11859,13497,7166
CDC42-AS1,22,9,15,12,20,9,23,6
AL031281.2,0,0,0,0,0,0,0,0
CDC42-IT1,4,7,0,0,0,4,12,6
AL031281.1,2,3,0,2,0,2,0,0
WNT4,12,16,217,28,129,49,163,18
AL445253.1,1,0,0,0,1,0,11,0
MIR4418,0,0,0,0,0,0,0,0
PPIAP34,0,0,0,0,0,0,0,0
AL591122.1,0,0,0,0,0,0,0,0
ZBTB40,1432,1213,1736,1265,1626,1794,1811,928
ZBTB40-IT1,4,7,0,2,5,0,0,3
EPHA8,37,39,42,22,9,0,39,30
MIR6127,0,0,0,0,0,0,0,0
C1QA,0,0,0,0,0,0,0,0
C1QC,0,0,0,0,0,0,0,0
C1QB,0,0,0,0,0,0,0,0
EPHB2,1952,1859,1341,1527,1107,1026,1134,1853
MIR4684,0,0,0,0,0,0,0,0
AL512444.1,0,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0,0
TEX46,2,2,4,0,0,0,0,4
KDM1A,5417,4507,17003,4566,4403,5071,15889,3226
AL031428.1,1,0,0,0,0,4,0,0
MIR3115,1,0,0,0,0,0,4,0
AL031428.2,0,0,0,0,0,0,0,0
LUZP1,4695,4118,2556,3376,3647,3657,3210,2653
AL161672.1,13,2,0,16,8,0,0,0
RNU6-514P,0,0,0,0,1,0,0,0
RNU6-135P,4,0,4,2,0,0,0,0
HTR1D,0,4,638,0,0,5,496,0
AL109936.2,0,0,0,0,0,0,0,0
LINC01355,398,209,445,400,310,394,393,216
AL109936.8,17,12,17,26,40,35,38,0
HNRNPR,4519,5102,14542,3727,5446,7056,13078,3662
ZNF436,3670,4456,1492,4089,3540,4140,2035,2511
ZNF436-AS1,467,381,331,439,353,299,272,230
AL109936.1,0,0,0,0,0,0,0,0
AL109936.3,41,30,3,41,14,21,15,27
TCEA3,3172,3547,706,3849,2530,2846,1709,3443
AL357134.1,4,14,2,5,2,0,1,0
ASAP3,2907,3566,2672,2683,2214,2392,3006,2259
E2F2,191,227,785,183,318,248,859,95
AL021154.1,2,1,13,0,0,0,6,10
ID3,467,1504,6847,838,791,1593,5945,1052
AL450043.1,3,10,0,0,0,6,0,2
MDS2,0,0,2,0,0,0,0,0
AL451000.1,0,0,0,0,0,0,0,0
RPL11,14237,16800,47936,15415,19346,19311,40182,12561
ELOA-AS1,80,68,32,39,40,61,63,38
ELOA,2216,1820,2210,1909,2000,2344,2527,1289
PITHD1,1876,1736,1871,1518,1659,1854,2014,1257
LYPLA2,2173,2167,3737,1722,2229,2211,4003,1442
GALE,1120,1174,1246,925,1208,1388,1589,1100
HMGCL,1200,1091,999,954,1068,1046,1327,841
FUCA1,673,455,579,460,556,471,612,195
CNR2,0,0,29,0,0,15,4,0
BTBD6P1,0,0,2,0,0,0,2,0
AL590609.2,0,0,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0,0
H3P1,0,6,0,0,0,0,0,0
PNRC2,2399,2538,8043,1883,2842,3523,7114,1292
SRSF10,5416,6216,7749,4462,5864,6737,7800,3841
AL590609.1,0,0,0,0,0,0,0,0
AL591178.1,4,0,2,0,2,0,0,0
MYOM3,129,82,30,58,31,57,48,114
MYOM3-AS1,0,0,4,0,0,0,0,0
IL22RA1,6,6,14,0,2,4,0,6
IFNLR1,204,299,219,193,672,601,331,233
LINC02800,0,0,0,0,0,0,0,0
GRHL3-AS1,0,0,0,0,0,0,0,0
GRHL3,6,8,63,17,6,34,113,34
STPG1,186,242,274,135,131,108,311,160
NIPAL3,1762,1863,517,1424,1424,1289,724,1169
RCAN3AS,0,0,7,0,0,0,0,0
RCAN3,443,397,693,220,442,373,598,302
NCMAP-DT,0,0,0,0,0,0,0,0
NCMAP,0,21,34,6,12,6,4,1
AL445686.1,0,0,0,0,0,0,0,0
AL445686.2,0,0,0,0,0,0,0,0
SRRM1,5675,5089,5073,5381,5079,5257,6723,3050
AL445648.1,2,0,0,0,0,0,0,0
CLIC4,55683,49276,14225,40173,44448,43351,25193,20026
RNU6-1208P,0,4,3,0,0,0,0,0
RUNX3,10,2,7,4,0,0,3,4
MIR6731,0,0,0,0,0,0,0,0
AL445471.1,0,0,0,0,0,0,0,0
AL445471.2,0,0,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0,0,0
LINC02793,0,0,0,0,0,0,0,0
AL050344.1,0,0,0,0,0,0,0,0
AL121994.1,0,0,0,0,0,0,0,0
AL031432.1,0,0,0,0,0,0,0,0
SYF2,1254,1479,1712,1038,1463,1434,1556,702
AL031432.4,50,29,52,57,46,48,35,28
AL031432.5,8,9,6,9,9,3,0,2
RSRP1,1824,1683,1541,1683,2190,2237,1779,1022
AL031432.3,8,0,20,1,12,17,7,0
AL031432.2,12,4,7,21,32,15,24,7
RHD,59,71,38,27,35,44,54,44
SDHDP6,57,66,28,40,27,32,31,59
AL928711.1,4,3,2,7,3,7,2,3
TMEM50A,3431,3216,2642,2472,2858,2897,2966,2322
RHCE,39,30,8,16,6,8,24,14
AL031284.1,1,4,0,2,7,2,1,6
MACO1,1070,889,1094,782,1020,1039,1179,703
LDLRAP1,847,723,636,671,654,683,834,672
AL606491.1,8,1,2,13,16,2,16,1
MAN1C1,11365,9315,1579,9534,5446,6038,2997,4400
AL031280.1,12,0,16,12,2,3,5,0
SELENON,6589,5620,4134,4837,4115,4245,5099,4694
AL020996.2,0,0,0,0,0,0,0,0
AL020996.1,47,39,16,36,12,39,22,11
MTFR1L,3517,3277,1209,2675,3569,3437,2164,3048
AUNIP,136,139,417,95,180,218,447,83
AL020996.3,0,0,0,0,0,0,0,0
AL033528.3,4,0,0,0,0,2,0,2
PAQR7,258,212,369,190,230,246,389,223
AL033528.1,0,0,0,0,0,0,0,0
STMN1,13067,13091,26392,8637,16049,16663,23221,8795
SNRPFP2,4,9,0,1,1,0,6,0
AL033528.2,7,0,3,0,6,4,8,1
MIR3917,0,0,0,0,0,0,0,0
PAFAH2,784,773,572,506,582,570,507,469
RNU6-110P,0,0,0,0,0,0,0,0
AL592064.1,0,0,0,0,0,0,0,0
AL592064.2,0,0,0,0,0,0,0,0
EXTL1,3204,1818,290,1555,2008,1618,865,863
SLC30A2,63,76,6,55,83,57,0,59
AL391650.2,0,1,0,0,2,0,0,0
TRIM63,12471,11208,1348,9933,10539,10914,3141,6433
PDIK1L,232,287,581,238,382,438,614,138
FAM110D,442,329,540,270,348,407,537,282
C1orf232,6,0,10,0,0,0,4,0
AL391650.1,22,23,21,2,31,14,9,9
ZNF593,0,0,0,0,0,0,0,0
CNKSR1,123,127,164,120,179,156,261,119
CATSPER4,0,0,6,0,0,0,0,0
ZPLD2P,36,54,13,52,26,25,7,47
AL355877.2,0,0,0,0,0,0,0,0
CEP85,1482,1291,1842,1230,1647,1474,2056,884
AL355877.1,25,14,4,4,10,2,0,2
SH3BGRL3,953,802,1171,501,783,603,1496,294
UBXN11,371,552,924,400,345,522,788,306
CD52,0,0,28,1,0,2,54,0
CRYBG2,0,6,121,0,34,36,107,4
AL451139.1,0,0,12,0,4,0,0,0
ZNF683,0,0,0,0,0,0,0,0
LIN28A,0,20,32866,4,350,1687,29182,4
DHDDS,1642,1302,1163,1173,1389,1430,1482,1079
AL513365.1,18,8,0,2,0,0,2,2
DHDDS-AS1,8,4,10,20,2,7,13,0
HMGN2,8097,10952,19353,8166,9568,12041,17523,6049
DPPA2P2,0,0,0,0,0,0,0,0
RPS6KA1,393,482,1041,224,355,396,1227,618
MIR1976,0,0,0,0,0,0,0,0
RN7SL679P,0,0,0,0,0,0,0,0
AL627313.2,0,0,0,0,0,0,0,0
RNU7-29P,0,0,0,0,0,0,0,0
AL627313.1,0,0,0,0,0,0,0,0
AL627082.2,0,0,0,0,0,0,0,0
AL627082.1,0,0,0,0,0,0,0,0
AL512408.1,76,44,43,39,70,83,30,46
ARID1A,8682,8762,7188,8380,8557,8908,8385,6010
PIGV,286,195,251,153,204,177,330,116
RN7SL165P,0,0,0,0,0,0,0,0
AL034380.2,0,0,0,0,0,0,0,0
ZDHHC18,1056,956,1695,893,790,819,1538,524
SFN,0,21,168,7,32,34,145,0
GPN2,1535,1382,1240,1451,1322,1506,1301,1160
AL034380.1,0,0,0,0,0,0,0,0
GPATCH3,383,427,515,443,477,435,469,326
NUDC,4178,3389,4348,3056,3312,3479,5045,2823
NR0B2,10,4,9,8,14,25,2,2
KDF1,6,12,103,20,32,42,125,4
RPL12P13,0,0,0,0,0,1,0,0
AL356390.1,0,0,0,0,0,0,0,0
OSTCP2,0,0,0,0,0,0,0,0
TRNP1,2529,2141,748,1443,1636,1739,1159,1673
TENT5B,533,626,1088,532,550,803,1069,959
SLC9A1,1097,1153,1036,844,847,844,1102,825
AL590640.2,0,0,0,0,0,0,0,0
CHCHD3P3,72,55,40,48,59,42,43,62
NPM1P39,13,11,35,6,6,13,15,8
SNRPEP7,0,0,0,0,0,0,0,0
AL590640.1,0,0,0,0,0,0,0,0
WDTC1,3939,3904,2426,3586,2981,3211,2793,2866
AL590640.3,4,0,2,0,0,0,0,0
FO393419.3,2,0,0,2,3,1,0,0
TMEM222,1404,1345,1282,1240,1432,1231,1263,901
RNU6-48P,1,6,0,1,1,0,0,1
ACTG1P20,11,5,12,3,7,12,11,6
SYTL1,143,239,608,123,175,287,542,424
MAP3K6,297,317,604,134,350,367,919,315
FCN3,1,0,16,0,0,2,46,6
CD164L2,1,0,4,0,0,0,0,0
FO393419.1,0,0,0,0,0,2,0,0
GPR3,67,48,125,34,35,65,140,28
WASF2,4423,4329,4392,4102,3416,4025,5200,2929
FO393419.2,0,0,0,0,1,0,0,0
BX293535.1,51,52,23,8,32,24,0,53
AHDC1,3864,3824,2314,3708,3707,3674,3228,1874
FGR,0,0,2,0,0,0,4,0
AL031729.1,38,24,48,15,35,30,49,48
LINC02574,4,3,1,0,0,0,12,0
IFI6,1592,1058,13196,916,2833,1096,26829,662
AL445490.1,3,0,39,2,1,11,52,0
RNU6-949P,0,0,0,0,0,0,0,0
CHMP1AP1,0,0,0,0,0,0,0,0
RNU6-424P,0,0,0,0,0,0,0,0
AL020997.5,0,0,6,0,0,0,0,0
FAM76A,362,434,414,283,291,227,552,282
AL020997.1,1,2,4,1,0,0,6,6
RPEP3,0,0,0,0,0,0,1,0
STX12,1841,1595,922,1269,1549,1199,1366,798
AL020997.2,0,0,1,0,0,0,0,0
AL020997.3,2,0,2,8,2,1,1,2
RNU6-1245P,2,0,0,0,0,0,0,0
AL020997.4,0,0,8,0,0,6,0,0
PPP1R8,1627,1467,2582,1114,1486,1696,2212,976
SCARNA1,0,10,0,0,0,0,4,2
THEMIS2,10,17,127,2,14,10,129,6
RPA2,1623,1665,2770,1284,1762,1575,2590,1167
SMPDL3B,532,363,108,497,510,495,114,225
AL512288.1,0,1,2,7,0,5,0,5
XKR8,444,487,500,538,436,356,599,579
EYA3,2013,1397,1217,1328,1332,1223,1439,867
AL512288.2,0,2,0,2,0,4,0,6
RN7SL559P,10,1,0,7,4,0,0,6
SPCS2P4,101,215,362,113,97,146,282,101
AL137792.2,0,0,0,0,0,0,0,0
AL137792.1,0,0,0,0,0,0,0,0
RNU6-176P,0,0,0,0,0,0,0,0
PTAFR,15,0,51,19,0,4,60,2
DNAJC8,4021,4052,5462,2747,4012,3815,5335,2486
ATP5IF1,5001,4411,3503,4317,5008,4655,3841,3688
AL353622.1,228,95,188,193,99,183,169,142
AL353622.2,0,3,16,0,0,4,0,4
SESN2,2216,1847,1585,1816,2090,2121,1932,1226
MED18,596,584,696,444,499,510,702,368
PHACTR4,2681,2708,2659,2118,2178,2571,2971,1770
CR589951.1,0,3,0,1,0,0,0,0
CR391992.1,6,5,0,2,0,0,4,0
RNU6ATAC27P,0,0,0,2,0,0,0,0
RCC1,424,481,2981,290,481,647,2321,331
SNHG3,304,351,2476,323,393,550,1731,212
SNORA73A,0,0,0,0,0,0,0,0
SNORA73B,5,9,29,0,13,7,34,3
PRDX3P2,4,2,0,0,0,0,6,1
AL513497.1,13,6,28,7,9,18,17,12
TRNAU1AP,574,599,885,481,595,698,882,393
SNHG12,167,167,543,143,182,273,492,71
SNORD99,0,0,18,6,1,0,2,2
SNORA61,0,0,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0,0,0
SNORA16A,0,0,0,0,0,0,0,0
TAF12,766,773,1032,591,650,653,900,427
RAB42,76,115,95,41,55,81,166,152
LINC01715,6,16,0,14,18,6,6,4
RNU11,0,0,0,0,0,0,0,0
AL360012.1,0,0,0,0,0,0,0,0
GMEB1,507,485,643,429,435,479,742,354
AL645729.1,1,0,0,0,0,0,0,0
YTHDF2,4369,3540,5009,3029,3815,4011,4874,2267
OPRD1,8,10,83,4,6,6,85,2
AL009181.2,6,0,0,0,0,0,0,1
AL009181.1,0,0,0,0,0,0,0,0
EPB41,1355,1210,4506,986,848,976,3899,735
AL138785.2,0,0,0,1,0,0,4,0
AL138785.1,0,0,0,0,0,0,0,0
AL138785.3,0,0,0,0,0,0,0,0
TMEM200B,20,88,453,40,42,129,505,9
AL357500.1,0,0,1,0,0,0,0,0
SRSF4,2711,2325,4416,2311,2374,2707,4878,1462
AL357500.2,0,0,0,0,0,0,0,0
MECR,949,964,885,975,902,952,1079,799
AL590729.1,2,28,13,5,5,18,0,0
PTPRU,1227,1708,2440,1280,1322,1372,2918,2404
LINC01756,0,0,0,0,0,0,0,0
AL671862.1,0,0,0,0,0,0,0,0
AC092265.1,0,0,0,0,0,0,0,0
AL645944.2,0,0,0,0,0,0,0,0
AL645944.1,0,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0,0
AL137076.1,0,0,0,0,0,0,0,2
AL021921.1,0,0,0,0,0,0,0,0
AL161638.2,0,0,0,0,0,0,0,0
AL161638.1,0,0,0,0,0,0,0,0
MATN1,9,12,21,10,11,27,24,8
MATN1-AS1,8,14,34,6,0,14,33,6
AL137857.1,0,0,0,0,0,0,0,0
LAPTM5,1,0,18,0,2,1,41,1
MIR4420,0,0,0,0,0,0,0,0
AL137027.1,0,0,0,0,0,0,0,0
LINC01778,42,24,3,4,66,69,18,82
RN7SKP91,0,0,0,0,0,0,0,0
AL445235.1,0,0,0,0,0,4,0,0
SDC3,7865,11035,5901,6778,7455,7888,8050,12213
RN7SL371P,0,0,0,0,0,0,0,0
PUM1,6000,5705,5302,5008,4712,5188,6223,3514
AL356320.2,0,0,0,4,1,0,0,0
AL356320.1,0,1,2,1,0,0,1,1
SELENOWP1,0,0,0,0,0,0,0,0
AC114495.1,0,0,0,0,0,0,0,0
NKAIN1,70,40,1409,48,35,97,1061,25
SNRNP40,887,800,2655,691,909,945,2516,545
AC114495.2,28,4,11,19,2,14,15,2
ZCCHC17,976,887,1212,716,823,829,1127,739
AL451070.1,2,3,4,4,2,4,1,0
FABP3,36616,30804,2237,25142,27401,22526,11521,23513
SERINC2,489,425,407,263,261,280,331,171
AC209007.1,0,0,0,0,0,2,0,0
RNU6-40P,0,0,0,0,0,0,0,0
LDC1P,0,0,0,0,0,1,0,0
AC209007.2,0,0,0,0,0,0,0,0
LINC01226,0,2,0,0,1,0,0,8
AC114488.1,3,1,0,4,0,0,0,3
TINAGL1,3341,2635,157,1533,1519,838,677,1565
HCRTR1,10,0,2,3,0,0,2,10
PEF1,1815,2135,1874,1558,1966,2069,1993,1341
PEF1-AS1,29,27,8,21,54,11,24,21
AC114488.2,0,0,0,3,0,0,0,0
COL16A1,2796,2687,773,3373,2165,2461,2233,2485
ADGRB2,9321,10502,3121,9155,8029,9098,4107,9049
MIR4254,1,0,0,0,2,0,2,0
AL354919.2,0,0,0,0,0,0,1,0
SPOCD1,22,6,24,4,10,7,33,4
AL354919.1,0,0,0,0,0,0,0,0
AL136115.2,2,5,0,4,10,6,0,0
PTP4A2,9951,9172,7911,7031,8668,8888,8869,6167
AL136115.1,1,0,0,4,2,0,6,4
AL136115.3,0,0,0,0,2,0,0,0
KHDRBS1,8141,8064,17699,7538,8491,9548,18084,5348
AL445248.1,8,4,17,7,2,5,2,0
TMEM39B,382,353,734,310,354,488,811,249
MIR5585,0,0,0,0,1,2,0,2
AL445248.2,0,0,0,6,0,3,0,2
KPNA6,5903,4935,3375,4613,4585,4164,4179,3591
AL049795.2,0,0,0,0,0,0,0,0
TXLNA,2101,2317,2748,2026,2262,2153,3468,1184
CCDC28B,608,606,519,538,568,489,615,507
AL049795.1,14,1,13,4,6,6,7,0
IQCC,95,67,202,125,88,105,215,40
DCDC2B,27,34,22,55,37,21,19,14
TMEM234,425,470,286,274,280,420,346,246
EIF3I,4454,4252,6001,3553,4535,4490,6598,3452
MTMR9LP,12,61,437,33,26,44,414,64
FAM167B,2,11,17,5,3,11,41,15
LCK,0,0,52,0,0,26,76,0
AL121991.1,0,0,0,0,0,0,0,0
AL109945.2,0,0,0,0,0,0,0,0
HDAC1,2778,2370,4493,2218,1698,1996,4243,1589
MARCKSL1,6290,5870,25268,5212,7504,7692,23847,3558
AL109945.1,2,0,0,0,0,0,0,6
TSSK3,33,14,14,22,6,11,11,13
FAM229A,105,160,237,127,114,284,244,131
BSDC1,3082,3003,1948,2568,2972,3213,3013,2001
GAPDHP20,0,0,2,0,0,0,0,0
AL356986.1,0,0,0,0,0,0,0,0
LRRC37A12P,0,4,0,0,4,0,0,0
RN7SL122P,0,0,0,0,0,0,0,0
AL033529.1,0,0,0,0,0,0,0,0
ZBTB8B,199,129,141,207,228,187,214,86
ZBTB8A,382,311,512,257,370,393,729,182
ZBTB8OS,674,678,826,689,764,703,739,428
AC114489.1,1,13,0,3,3,0,0,2
RBBP4,6119,6394,9016,5637,6933,7416,9031,3920
SYNC,337,302,67,341,268,277,117,282
AC114489.2,0,0,0,0,0,0,0,0
KIAA1522,1109,1457,2088,1195,1445,1664,2198,906
YARS1,6372,5332,4122,5047,4253,4089,5184,4092
S100PBP,1732,1673,1361,1331,1132,1109,1496,1005
FNDC5,1477,1402,2071,1564,798,870,2023,662
HPCA,0,6,36,0,0,0,51,0
TMEM54,108,88,209,82,84,112,169,90
AL031602.2,10,0,0,4,2,0,0,2
RNF19B,1265,947,1198,889,1288,1188,1518,778
AL031602.1,13,23,4,5,4,0,2,6
AL355864.1,21,2,0,6,4,0,0,2
AL355864.2,21,16,0,3,4,6,0,1
AL020995.1,11,9,0,8,0,0,8,2
AK2,4254,4346,4694,3779,4107,4585,5954,3318
AL020995.2,13,1,6,5,0,7,0,0
AZIN2,272,192,192,196,194,148,229,114
AL662907.1,4,0,6,16,2,10,24,0
TRIM62,172,155,432,141,151,180,623,117
AL662907.2,8,3,29,12,18,0,12,8
AL662907.3,0,0,0,0,0,0,0,0
ZNF362,2406,2238,2276,2297,2263,2547,2362,1247
AL513327.3,4,0,0,4,2,0,1,2
A3GALT2,4,2,2,0,0,0,2,2
AL513327.1,150,104,45,156,72,122,74,53
PHC2,4905,4327,6015,4176,4675,4843,5933,2599
MIR3605,1,6,6,0,2,1,0,0
RN7SKP16,44,29,12,36,39,26,22,11
AL513327.2,3,0,8,0,4,4,8,1
TLR12P,0,0,0,0,0,0,0,0
ZSCAN20,162,166,189,109,125,197,185,77
AC115285.1,0,0,2,0,0,0,5,0
CSMD2,49,32,4,47,54,16,46,37
HSPD1P14,0,0,0,0,0,0,0,0
HMGB4,0,0,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0,0,0
RNA5SP42,0,0,0,0,0,0,0,0
C1orf94,0,0,0,0,0,2,14,0
AC115286.1,0,0,0,0,0,0,0,0
AC099565.1,0,0,0,0,0,0,0,0
MIR552,0,0,0,0,0,0,0,0
SMIM12,1247,1304,1055,968,1093,1168,1163,943
GJB5,0,0,9,0,2,2,11,4
GJB4,0,0,0,1,0,0,0,0
AL121988.1,0,1,0,0,0,0,0,0
GJB3,0,0,4,0,0,0,0,0
GJA4,6,8,89,0,8,2,166,0
AL122010.1,0,0,0,0,0,0,0,0
DLGAP3,38,20,105,14,15,47,54,6
AC114490.3,10,22,37,1,4,4,46,4
AC114490.1,12,12,13,12,2,2,6,1
AC114490.2,0,0,0,0,0,0,0,0
TMEM35B,2,0,0,0,0,0,0,0
ZMYM6,627,608,295,455,507,405,461,316
ZMYM1,473,467,877,403,381,403,915,275
RPL12P45,0,0,0,0,0,0,0,0
EFCAB14P1,0,0,0,0,0,0,0,0
AL590434.2,32,10,9,10,18,10,20,2
SFPQ,14556,13719,23326,13097,12233,13835,18331,7876
AL590434.1,0,0,0,0,0,0,0,0
